#{"t_start": 1748599542.8027062, "env_id": "Maze-v0"}
r,l,t
-23.0,23,77.150772
-17.0,17,77.307159
-12.0,12,77.394622
-27.0,17,77.505522
-12.0,12,77.581635
-12.0,12,77.692072
-24.0,14,77.792151
-14.0,14,77.959895
-22.0,12,78.04536
-20.0,20,78.19649
-13.0,13,78.304824
-13.0,13,78.401379
-15.0,15,78.503071
-36.0,26,78.68551
-15.0,15,78.775984
-14.0,14,78.891442
-11.0,11,78.991928
-15.0,15,79.109418
-27.0,17,79.224247
-15.0,15,79.347077
-24.0,14,79.450353
-14.0,14,79.545992
-26.0,16,79.664291
-14.0,14,79.769107
-35.0,13,79.868788
-14.0,14,79.995209
-16.0,16,80.144546
-14.0,14,80.248646
-25.0,15,80.334639
-26.0,16,80.434194
-16.0,16,80.5145
-29.0,19,80.621575
-13.0,13,80.720591
-25.0,15,80.815347
-16.0,16,80.916157
-21.0,21,81.022442
-28.0,18,81.129739
-15.0,15,81.243104
-16.0,16,81.363507
-18.0,18,81.463251
-13.0,13,81.550525
-12.0,12,81.647509
-14.0,14,81.771774
-25.0,15,81.886492
-11.0,11,81.949976
-16.0,16,82.064824
-21.0,21,82.187369
-11.0,11,82.27334
-16.0,16,82.419836
-13.0,13,82.51821
-17.0,17,82.656741
-14.0,14,82.759491
-28.0,18,82.909039
-13.0,13,83.02979
-13.0,13,83.129698
-14.0,14,83.262831
-10.0,10,83.327322
-12.0,12,83.409026
-15.0,17,83.511876
-39.0,29,83.662922
-22.0,21,83.792609
-24.0,14,83.890817
-29.0,19,84.013696
-14.0,14,84.097744
-22.0,12,84.182582
-16.0,16,84.293486
-15.0,15,84.388453
-14.0,14,88.798304
-13.0,13,88.863581
-10.0,10,88.940098
-13.0,12,89.021145
-11.0,11,89.093313
-14.0,14,89.179243
-14.0,14,89.258536
-19.0,19,89.37228
-10.0,9,89.420416
-10.0,10,89.475288
-12.0,12,89.546378
-23.0,13,89.628029
-21.0,11,89.743048
-13.0,13,89.883904
-14.0,14,90.017752
-13.0,13,90.112612
-24.0,14,90.222132
-9.0,11,90.345309
-13.0,13,90.431125
-20.0,20,90.549207
-13.0,13,90.630629
-16.0,16,90.720592
-22.0,12,90.812493
-14.0,14,90.896841
-28.0,18,91.008941
-13.0,13,91.085608
-11.0,11,91.154359
-21.0,21,91.325481
-21.0,11,91.431541
-10.0,10,91.503829
-24.0,14,91.579119
-18.0,18,91.743805
-22.0,12,91.824929
-14.0,14,91.921162
-12.0,12,92.007521
-28.0,18,92.178226
-11.0,11,92.25791
-18.0,18,92.349407
-12.0,12,92.436488
-31.0,21,92.558784
-14.0,14,92.673815
-17.0,17,92.808615
-11.0,11,92.864641
-15.0,15,92.960247
-15.0,15,93.085273
-25.0,15,93.242229
-13.0,13,93.347047
-10.0,10,93.470817
-14.0,14,93.655246
-17.0,17,93.748101
-13.0,13,93.840594
-22.0,12,93.97026
-16.0,16,94.054808
-12.0,12,94.115173
-22.0,12,94.194774
-18.0,18,94.398522
-13.0,13,94.512955
-13.0,13,94.592081
-15.0,15,94.702772
-11.0,11,94.778807
-29.0,19,94.910555
-18.0,18,95.028769
-13.0,13,95.102776
-15.0,15,95.205443
-25.0,15,95.35098
-24.0,14,95.431866
-12.0,12,95.492095
-18.0,18,95.62276
-26.0,16,95.742666
-12.0,12,95.808356
-11.0,11,95.864222
-21.0,11,95.930949
-18.0,18,96.0432
-14.0,14,96.127394
-11.0,11,96.24255
-25.0,15,96.387074
-11.0,11,96.454748
-23.0,13,96.530838
-14.0,14,96.711191
-28.0,18,96.869659
-15.0,15,97.057195
-14.0,13,97.153603
-17.0,17,97.237151
-15.0,15,97.36158
-17.0,17,97.47568
-15.0,15,97.559233
-27.0,17,97.66534
-11.0,11,97.756879
-15.0,15,97.901901
-15.0,15,97.98708
-15.0,15,98.069311
-23.0,13,98.162651
-12.0,12,98.255759
-24.0,14,98.346213
-15.0,15,98.452827
-11.0,11,98.585707
-23.0,13,98.706949
-12.0,12,98.782369
-22.0,12,98.869266
-12.0,12,98.975621
-14.0,14,99.143971
-27.0,17,99.247814
-17.0,17,99.380724
-24.0,14,99.497129
-16.0,16,99.577629
-11.0,13,99.721566
-11.0,11,99.814137
-18.0,18,99.904202
-11.0,11,99.983168
-18.0,18,100.17025
-13.0,13,100.240977
-12.0,12,100.374835
-11.0,11,100.471689
-12.0,12,100.531982
-15.0,15,100.673469
-11.0,11,100.77219
-15.0,15,100.849992
-24.0,14,100.946149
-23.0,13,101.028023
-15.0,15,101.112355
-16.0,16,101.207477
-21.0,21,101.347199
-15.0,15,101.451866
-31.0,21,101.637896
-26.0,16,101.727082
-12.0,12,101.843769
-14.0,14,101.972427
-12.0,12,102.035993
-15.0,15,102.181945
-19.0,19,102.307993
-13.0,13,102.416036
-12.0,12,102.523162
-25.0,15,102.599094
-14.0,14,102.717201
-17.0,17,102.83879
-23.0,13,102.914828
-12.0,12,103.033091
-17.0,17,103.151994
-23.0,13,103.264804
-14.0,14,103.381462
-14.0,14,103.461049
-14.0,14,103.617882
-11.0,13,103.700308
-12.0,12,103.82654
-12.0,12,103.939085
-14.0,14,104.034941
-11.0,11,108.286813
-11.0,11,108.345583
-13.0,13,108.409175
-27.0,17,108.521763
-13.0,13,108.596423
-13.0,13,108.656725
-22.0,12,108.71501
-16.0,16,108.795953
-22.0,12,108.858784
-20.0,10,108.91512
-12.0,12,108.975274
-11.0,11,109.049286
-16.0,16,109.129755
-12.0,12,109.194873
-22.0,12,109.259855
-13.0,13,109.334023
-11.0,11,109.400278
-14.0,14,109.484848
-27.0,17,109.581853
-14.0,14,109.665206
-14.0,14,109.747554
-12.0,12,109.827135
-23.0,13,109.898374
-24.0,14,109.980466
-10.0,10,110.053543
-11.0,11,110.134064
-14.0,16,110.241937
-22.0,12,110.326804
-12.0,11,110.409525
-25.0,15,110.506931
-20.0,10,110.585254
-13.0,13,110.686175
-22.0,12,110.775394
-12.0,12,110.858979
-12.0,12,110.934044
-22.0,12,111.016386
-25.0,15,111.123738
-16.0,16,111.234176
-15.0,15,111.347813
-13.0,13,111.443529
-15.0,15,111.56295
-23.0,13,111.661278
-12.0,12,111.754893
-13.0,13,111.843809
-13.0,13,111.921315
-12.0,12,112.005935
-14.0,14,112.110067
-14.0,14,112.233819
-11.0,11,112.296702
-13.0,13,112.3882
-14.0,14,112.48547
-24.0,14,112.609327
-12.0,12,112.697509
-13.0,13,112.827223
-14.0,14,112.904955
-12.0,12,113.000133
-14.0,14,113.090103
-23.0,13,113.173081
-23.0,13,113.245369
-16.0,16,113.336714
-14.0,14,113.449241
-12.0,12,113.540064
-11.0,11,113.621062
-12.0,12,113.711807
-27.0,17,113.828851
-12.0,12,113.905106
-15.0,15,114.011559
-15.0,15,114.105096
-15.0,15,114.1848
-11.0,11,114.273023
-16.0,15,114.378101
-16.0,16,114.466069
-10.0,10,114.551205
-23.0,13,114.626718
-12.0,12,114.693024
-19.0,19,114.815927
-14.0,14,114.906758
-22.0,12,114.987847
-15.0,15,115.069977
-11.0,11,115.147002
-16.0,16,115.244342
-14.0,14,115.34787
-21.0,13,115.435216
-22.0,12,115.529584
-14.0,14,115.619024
-13.0,13,115.723394
-13.0,13,115.82684
-12.0,12,115.901717
-12.0,12,115.979769
-23.0,13,116.077879
-25.0,15,116.170874
-17.0,17,116.277459
-27.0,17,116.378633
-15.0,15,116.468931
-13.0,13,116.546673
-15.0,15,116.64004
-14.0,14,116.739751
-13.0,13,116.817812
-13.0,13,116.901258
-22.0,12,116.973582
-22.0,12,117.054273
-17.0,17,117.160358
-11.0,11,117.249442
-13.0,13,117.342797
-19.0,19,117.43768
-14.0,14,117.528978
-15.0,15,117.608436
-13.0,13,117.693977
-22.0,12,117.773442
-12.0,12,117.863751
-23.0,13,117.962049
-14.0,14,118.059108
-16.0,16,118.167834
-22.0,12,118.262054
-11.0,11,118.346334
-14.0,14,118.449199
-15.0,15,118.537726
-15.0,15,118.624769
-14.0,14,118.724287
-16.0,16,118.838488
-12.0,12,118.93525
-17.0,17,119.055906
-15.0,15,119.144567
-23.0,13,119.237862
-14.0,14,119.335643
-16.0,16,119.448861
-11.0,11,119.537976
-21.0,11,119.59918
-13.0,13,119.692096
-11.0,11,119.761344
-11.0,11,119.82803
-13.0,13,119.909796
-15.0,15,120.010895
-13.0,13,120.109353
-12.0,12,120.190496
-19.0,19,120.326152
-12.0,12,120.407363
-12.0,12,120.473212
-13.0,13,120.562944
-17.0,17,120.653243
-13.0,13,120.744376
-13.0,13,120.835717
-22.0,12,120.913406
-23.0,13,121.0
-10.0,10,121.073877
-12.0,12,121.169757
-25.0,15,121.274436
-10.0,10,121.350529
-14.0,14,121.453344
-24.0,14,121.531604
-15.0,15,121.619443
-24.0,14,121.70795
-13.0,13,121.790711
-23.0,13,126.122266
-11.0,11,126.19287
-11.0,11,126.251303
-16.0,16,126.341087
-27.0,17,126.438384
-19.0,19,126.548502
-10.0,10,126.60217
-10.0,9,126.650774
-16.0,16,126.755467
-14.0,14,126.856301
-15.0,15,126.958385
-21.0,21,127.083171
-15.0,15,127.177401
-14.0,14,127.28512
-11.0,11,127.345374
-22.0,12,127.413628
-10.0,10,127.48527
-12.0,12,127.570519
-13.0,15,127.673693
-23.0,13,127.765723
-24.0,14,127.862015
-21.0,11,127.94416
-27.0,17,128.056543
-10.0,10,128.13183
-16.0,16,128.230776
-13.0,13,128.300128
-13.0,13,128.38943
-14.0,14,128.481613
-12.0,12,128.555375
-16.0,16,128.666112
-25.0,15,128.753256
-12.0,12,128.83007
-11.0,11,128.915262
-23.0,13,129.019444
-22.0,12,129.108279
-13.0,13,129.209272
-20.0,10,129.278365
-21.0,11,129.346586
-12.0,12,129.430595
-11.0,11,129.513217
-13.0,13,129.586181
-11.0,11,129.655861
-12.0,12,129.736935
